date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:04:59	70573/70573	---M-Z	200	added ('OK')	text/html	etag:%2215a0043a-113ad-565bbf566d480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/components-popover.html	C:/Users/GHR/Desktop/vishh/temp9/temp9/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/components-popover.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/)
00:04:59	79353/79353	---M-Z	200	added ('OK')	text/html	etag:%2215a0043c-135f9-565bbf566d480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/components-tabs.html	C:/Users/GHR/Desktop/vishh/temp9/temp9/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/components-tabs.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/)
00:04:59	68411/68411	---M-Z	200	added ('OK')	text/html	etag:%2215a0043d-10b3b-565bbf566d480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/components-tooltip.html	C:/Users/GHR/Desktop/vishh/temp9/temp9/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/components-tooltip.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/)
00:04:59	57894/57894	---M-Z	200	added ('OK')	text/html	etag:%2215a00463-e226-565bbf566d480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/sweet-alerts.html	C:/Users/GHR/Desktop/vishh/temp9/temp9/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/sweet-alerts.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/)
00:05:00	61353/61353	---M-Z	200	added ('OK')	text/html	etag:%2215a00469-efa9-565bbf566d480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/toastr.html	C:/Users/GHR/Desktop/vishh/temp9/temp9/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/toastr.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/)
00:05:00	83647/83647	---M-Z	200	added ('OK')	text/html	etag:%2215a0045e-146bf-565bbf566d480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/nouislider.html	C:/Users/GHR/Desktop/vishh/temp9/temp9/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/nouislider.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/)
00:05:00	63332/63332	---M-Z	200	added ('OK')	text/html	etag:%2215a0046c-f764-565bbf566d480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/upload.html	C:/Users/GHR/Desktop/vishh/temp9/temp9/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/upload.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/)
00:05:00	58936/58936	---M-Z	200	added ('OK')	text/html	etag:%2215a00446-e638-565bbf566d480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/editor.html	C:/Users/GHR/Desktop/vishh/temp9/temp9/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/editor.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/)
00:05:01	65366/65366	---M-Z	200	added ('OK')	text/html	etag:%2215a00440-ff56-565bbf566d480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/dragndrop.html	C:/Users/GHR/Desktop/vishh/temp9/temp9/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/dragndrop.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/)
00:05:01	52164/52164	---M-Z	200	added ('OK')	text/html	etag:%2215a0046a-cbc4-565bbf566d480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/tour.html	C:/Users/GHR/Desktop/vishh/temp9/temp9/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/tour.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/)
00:05:01	72395/72395	---M-Z	200	added ('OK')	text/html	etag:%2215a00454-11acb-565bbf566d480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/image-cropper.html	C:/Users/GHR/Desktop/vishh/temp9/temp9/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/image-cropper.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/)
00:05:01	69368/69368	---M-Z	200	added ('OK')	text/html	etag:%2215a00466-10ef8-565bbf566d480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/tags-input.html	C:/Users/GHR/Desktop/vishh/temp9/temp9/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/tags-input.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/)
00:05:01	57699/57699	---M-Z	200	added ('OK')	text/html	etag:%2215a00464-e163-565bbf566d480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/switch.html	C:/Users/GHR/Desktop/vishh/temp9/temp9/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/switch.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/)
00:05:02	71678/71678	---M-Z	200	added ('OK')	text/html	etag:%2215a00459-117fe-565bbf566d480%22	https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/inputs.html	C:/Users/GHR/Desktop/vishh/temp9/temp9/pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/inputs.html	(from https://pixinvent.com/apex-angular-4-bootstrap-admin-template/html-demo-5/)
